15.0,0.0,0.516
15.0,0.0,0.78
9.0,0.0,0.002
12.0,1.0,0.524
12.0,1.0,0.338
21.0,1.0,0.554
16.0,0.0,0.546
16.0,0.0,0.446
7.0,1.0,0.914
7.0,1.0,0.764
15.0,1.0,0.77
7.0,0.0,0.0
7.0,0.0,0.0
9.0,0.0,0.006
29.0,1.0,0.828
29.0,1.0,0.886
15.0,0.0,0.376
29.0,1.0,0.526
29.0,1.0,0.306
29.0,1.0,0.754
21.0,1.0,0.322
21.0,1.0,0.666
7.0,1.0,0.716
7.0,1.0,0.662
20.0,1.0,0.022
20.0,1.0,0.01
9.0,1.0,0.964
35.0,1.0,0.594
35.0,1.0,0.67
20.0,1.0,0.008
20.0,1.0,0.01
15.0,1.0,0.494
21.0,0.0,0.602
21.0,0.0,0.51
16.0,0.0,0.454
9.0,0.0,0.0
29.0,1.0,0.448
16.0,1.0,0.592
16.0,1.0,0.714
16.0,1.0,0.62
9.0,0.0,0.012
9.0,0.0,0.012
9.0,0.0,0.0
20.0,1.0,0.58
9.0,1.0,1.0
9.0,1.0,0.998
7.0,0.0,0.072
7.0,0.0,0.11
16.0,0.0,0.67
16.0,0.0,0.386
35.0,0.0,0.714
35.0,0.0,0.582
15.0,1.0,0.698
15.0,1.0,0.656
15.0,0.0,0.012
16.0,1.0,0.482
16.0,1.0,0.45
16.0,1.0,0.512
15.0,0.0,0.236
12.0,0.0,0.87
12.0,0.0,0.684
7.0,0.0,0.004
7.0,0.0,0.018
16.0,1.0,0.842
16.0,1.0,0.568
16.0,1.0,0.66
15.0,0.0,0.57
15.0,0.0,0.544
29.0,1.0,0.93
29.0,1.0,0.812
23.0,1.0,0.72
23.0,1.0,0.608
7.0,1.0,0.854
7.0,1.0,0.912
21.0,1.0,0.872
21.0,1.0,0.848
21.0,1.0,0.572
9.0,1.0,0.966
15.0,1.0,0.716
12.0,1.0,0.732
15.0,0.0,0.526
20.0,1.0,0.87
15.0,1.0,0.602
7.0,1.0,0.544
35.0,0.0,0.464
29.0,1.0,0.788
29.0,1.0,0.574
20.0,1.0,0.684
12.0,0.0,0.4
29.0,1.0,0.766
15.0,0.0,0.804
15.0,0.0,0.644
9.0,1.0,0.854
16.0,0.0,0.852
16.0,0.0,0.584
16.0,0.0,0.42
29.0,1.0,0.814
23.0,0.0,0.324
23.0,0.0,0.334
23.0,0.0,0.39
29.0,1.0,0.742
29.0,1.0,0.678
29.0,0.0,0.006
29.0,0.0,0.004
35.0,1.0,0.762
16.0,1.0,0.658
35.0,1.0,0.666
12.0,0.0,0.538
29.0,1.0,0.828
16.0,1.0,0.734
15.0,0.0,0.562
7.0,1.0,0.932
7.0,1.0,0.842
23.0,0.0,0.248
23.0,0.0,0.244
35.0,0.0,0.762
29.0,1.0,0.78
21.0,0.0,0.44
21.0,0.0,0.676
7.0,1.0,0.962
20.0,0.0,0.014
20.0,0.0,0.052
35.0,1.0,0.692
35.0,1.0,0.616
20.0,0.0,0.026
15.0,0.0,0.544
35.0,0.0,0.642
21.0,0.0,0.372
21.0,0.0,0.426
9.0,0.0,0.08
9.0,0.0,0.0
35.0,0.0,0.324
35.0,0.0,0.668
21.0,1.0,0.712
21.0,1.0,0.84
16.0,1.0,0.506
16.0,1.0,0.57
16.0,1.0,0.62
20.0,1.0,0.964
29.0,1.0,0.798
29.0,1.0,0.904
29.0,1.0,0.3
9.0,0.0,0.0
9.0,0.0,0.0
21.0,0.0,0.28
21.0,0.0,0.264
35.0,0.0,0.714
35.0,0.0,0.612
15.0,1.0,0.734
29.0,1.0,0.872
29.0,1.0,0.862
16.0,1.0,0.462
16.0,1.0,0.354
23.0,1.0,0.434
21.0,1.0,0.718
16.0,1.0,0.402
35.0,0.0,0.592
35.0,0.0,0.654
35.0,0.0,0.506
7.0,0.0,0.038
7.0,0.0,0.17
7.0,0.0,0.02
12.0,0.0,0.654
35.0,1.0,0.794
35.0,1.0,0.408
7.0,1.0,0.954
7.0,1.0,0.966
21.0,1.0,0.598
21.0,1.0,0.854
35.0,0.0,0.482
16.0,0.0,0.546
16.0,0.0,0.686
20.0,1.0,0.922
35.0,0.0,0.508
35.0,0.0,0.632
16.0,1.0,0.702
15.0,0.0,0.92
15.0,0.0,0.578
15.0,0.0,0.094
20.0,0.0,0.084
20.0,0.0,0.008
20.0,0.0,0.028
15.0,0.0,0.692
15.0,0.0,0.67
15.0,0.0,0.668
29.0,1.0,0.604
29.0,1.0,0.404
29.0,1.0,0.338
35.0,0.0,0.612
35.0,0.0,0.436
15.0,0.0,0.784
15.0,0.0,0.556
15.0,0.0,0.588
15.0,0.0,0.702
15.0,0.0,0.706
35.0,0.0,0.406
35.0,0.0,0.284
35.0,0.0,0.392
29.0,0.0,0.434
15.0,0.0,0.196
15.0,0.0,0.678
29.0,1.0,0.77
29.0,1.0,0.808
29.0,1.0,0.564
35.0,1.0,0.7
23.0,1.0,0.724
23.0,1.0,0.592
23.0,1.0,0.548
35.0,0.0,0.624
35.0,1.0,0.558
35.0,1.0,0.802
35.0,1.0,0.74
12.0,1.0,0.688
12.0,1.0,0.084
12.0,1.0,0.558
12.0,1.0,0.732
20.0,0.0,0.084
20.0,0.0,0.068
12.0,1.0,0.272
7.0,0.0,0.004
9.0,0.0,0.004
21.0,1.0,0.62
21.0,1.0,0.91
12.0,0.0,0.462
21.0,1.0,0.528
21.0,1.0,0.468
16.0,1.0,0.494
16.0,1.0,0.614
12.0,1.0,0.434
12.0,1.0,0.68
16.0,1.0,0.65
16.0,1.0,0.548
7.0,1.0,0.866
7.0,1.0,0.992
7.0,1.0,0.774
20.0,0.0,0.064
20.0,0.0,0.226
21.0,1.0,0.766
12.0,0.0,0.488
12.0,0.0,0.244
15.0,1.0,0.536
23.0,0.0,0.574
23.0,0.0,0.47
9.0,0.0,0.002
20.0,1.0,0.84
20.0,1.0,0.448
12.0,1.0,0.514
21.0,0.0,0.586
12.0,1.0,0.91
16.0,1.0,0.552
16.0,1.0,0.49
15.0,0.0,0.418
15.0,0.0,0.284
35.0,1.0,0.852
12.0,1.0,0.826
12.0,1.0,0.876
20.0,1.0,0.916
12.0,1.0,0.538
12.0,0.0,0.364
12.0,0.0,0.658
35.0,0.0,0.036
15.0,1.0,0.662
9.0,0.0,0.0
9.0,0.0,0.0
23.0,0.0,0.65
35.0,0.0,0.37
35.0,0.0,0.51
23.0,1.0,0.56
23.0,1.0,0.746
16.0,1.0,0.626
15.0,0.0,0.36
15.0,1.0,0.632
9.0,0.0,0.008
29.0,1.0,0.342
29.0,1.0,0.674
7.0,0.0,0.004
7.0,0.0,0.052
7.0,0.0,0.014
15.0,1.0,0.492
15.0,1.0,0.828
9.0,0.0,0.0
9.0,0.0,0.004
23.0,0.0,0.436
9.0,1.0,0.966
29.0,1.0,0.958
12.0,1.0,0.75
16.0,0.0,0.428
16.0,0.0,0.514
35.0,1.0,0.564
21.0,1.0,0.544
16.0,0.0,0.592
16.0,0.0,0.746
16.0,0.0,0.328
7.0,1.0,0.968
7.0,1.0,0.518
12.0,0.0,0.068
12.0,0.0,0.03
12.0,0.0,0.292
16.0,0.0,0.324
15.0,0.0,0.43
15.0,1.0,0.61
15.0,1.0,0.58
23.0,0.0,0.492
23.0,0.0,0.586
7.0,0.0,0.092
7.0,0.0,0.15
7.0,0.0,0.412
23.0,0.0,0.726
23.0,0.0,0.552
23.0,0.0,0.502
16.0,1.0,0.644
16.0,1.0,0.806
16.0,1.0,0.886
9.0,1.0,0.996
35.0,0.0,0.51
35.0,0.0,0.812
35.0,0.0,0.618
29.0,1.0,0.812
29.0,1.0,0.798
16.0,0.0,0.642
9.0,0.0,0.0
21.0,1.0,0.584
21.0,1.0,0.52
35.0,0.0,0.466
35.0,0.0,0.636
15.0,0.0,0.374
9.0,0.0,0.002
9.0,0.0,0.15
35.0,0.0,0.414
35.0,0.0,0.502
20.0,1.0,0.724
20.0,1.0,0.73
23.0,1.0,0.348
23.0,1.0,0.688
23.0,1.0,0.544
16.0,1.0,0.562
16.0,1.0,0.65
16.0,0.0,0.502
15.0,0.0,0.184
15.0,0.0,0.618
23.0,1.0,0.482
23.0,1.0,0.814
12.0,0.0,0.504
12.0,0.0,0.428
12.0,0.0,0.35
35.0,0.0,0.356
16.0,1.0,0.482
16.0,0.0,0.678
9.0,0.0,0.002
15.0,1.0,0.558
15.0,1.0,0.684
15.0,1.0,0.808
23.0,1.0,0.612
23.0,1.0,0.506
21.0,1.0,0.5
21.0,1.0,0.558
15.0,0.0,0.208
15.0,0.0,0.586
35.0,0.0,0.32
35.0,0.0,0.67
16.0,0.0,0.662
21.0,1.0,0.632
21.0,1.0,0.75
21.0,1.0,0.436
20.0,1.0,0.022
29.0,1.0,0.698
7.0,0.0,0.0
7.0,0.0,0.004
12.0,0.0,0.394
15.0,0.0,0.296
15.0,0.0,0.458
15.0,0.0,0.142
9.0,1.0,0.932
9.0,0.0,0.016
9.0,0.0,0.014
12.0,0.0,0.26
12.0,0.0,0.27
23.0,1.0,0.528
35.0,0.0,0.562
35.0,0.0,0.41
35.0,0.0,0.75
35.0,1.0,0.718
35.0,1.0,0.674
15.0,0.0,0.714
15.0,0.0,0.792
7.0,1.0,0.954
12.0,1.0,0.578
21.0,0.0,0.794
21.0,0.0,0.304
7.0,0.0,0.004
7.0,0.0,0.022
12.0,0.0,0.41
12.0,0.0,0.392
12.0,0.0,0.83
15.0,0.0,0.668
23.0,1.0,0.512
23.0,1.0,0.63
16.0,1.0,0.43
16.0,1.0,0.738
23.0,1.0,0.838
23.0,0.0,0.506
23.0,0.0,0.224
21.0,1.0,0.74
35.0,1.0,0.55
16.0,0.0,0.356
23.0,1.0,0.74
35.0,1.0,0.384
12.0,1.0,0.754
12.0,1.0,0.5
15.0,1.0,0.832
12.0,0.0,0.522
12.0,0.0,0.582
7.0,1.0,0.812
29.0,1.0,0.774
15.0,0.0,0.742
16.0,1.0,0.55
16.0,1.0,0.434
20.0,1.0,0.898
12.0,0.0,0.616
12.0,0.0,0.782
29.0,1.0,0.84
35.0,1.0,0.622
35.0,0.0,0.39
35.0,0.0,0.178
20.0,0.0,0.036
20.0,0.0,0.042
20.0,0.0,0.286
20.0,0.0,0.036
12.0,0.0,0.794
7.0,0.0,0.018
7.0,0.0,0.096
7.0,0.0,0.076
29.0,0.0,0.846
29.0,0.0,0.782
29.0,0.0,0.59
9.0,1.0,0.906
7.0,0.0,0.068
9.0,0.0,0.004
12.0,1.0,0.544
35.0,0.0,0.43
35.0,0.0,0.732
7.0,1.0,0.906
7.0,1.0,0.79
16.0,0.0,0.498
23.0,1.0,0.612
16.0,0.0,0.528
16.0,0.0,0.636
16.0,1.0,0.724
16.0,1.0,0.798
29.0,1.0,0.882
29.0,1.0,0.38
23.0,0.0,0.748
23.0,0.0,0.286
23.0,0.0,0.66
23.0,0.0,0.304
16.0,1.0,0.698
16.0,1.0,0.458
16.0,1.0,0.618
35.0,0.0,0.458
35.0,0.0,0.604
15.0,0.0,0.594
15.0,1.0,0.544
9.0,1.0,0.926
9.0,1.0,0.98
29.0,0.0,0.468
21.0,1.0,0.838
12.0,1.0,0.68
16.0,1.0,0.708
16.0,1.0,0.516
35.0,0.0,0.58
35.0,0.0,0.404
16.0,1.0,0.426
16.0,1.0,0.67
29.0,1.0,0.286
29.0,1.0,0.108
29.0,1.0,0.918
29.0,1.0,0.94
35.0,0.0,0.78
23.0,1.0,0.444
15.0,0.0,0.488
23.0,0.0,0.656
23.0,0.0,0.788
16.0,1.0,0.7
16.0,1.0,0.308
20.0,1.0,0.974
20.0,1.0,0.944
7.0,1.0,0.958
7.0,1.0,0.958
29.0,0.0,0.116
16.0,1.0,0.644
16.0,1.0,0.728
15.0,0.0,0.714
15.0,0.0,0.794
7.0,0.0,0.02
15.0,1.0,0.746
15.0,1.0,0.808
16.0,0.0,0.502
23.0,1.0,0.806
7.0,0.0,0.058
7.0,0.0,0.006
12.0,1.0,0.884
12.0,0.0,0.81
23.0,0.0,0.632
9.0,0.0,0.07
12.0,1.0,0.822
12.0,1.0,0.278
35.0,1.0,0.66
35.0,1.0,0.598
35.0,0.0,0.696
15.0,1.0,0.486
15.0,0.0,0.716
15.0,0.0,0.46
15.0,1.0,0.638
9.0,0.0,0.0
7.0,1.0,0.794
35.0,0.0,0.736
35.0,0.0,0.698
12.0,1.0,0.746
12.0,1.0,0.296
9.0,1.0,0.982
9.0,1.0,0.986
9.0,1.0,0.714
35.0,0.0,0.796
35.0,0.0,0.45
35.0,0.0,0.588
15.0,0.0,0.576
15.0,0.0,0.624
35.0,0.0,0.586
35.0,0.0,0.654
23.0,1.0,0.708
23.0,1.0,0.778
35.0,0.0,0.63
35.0,0.0,0.702
7.0,0.0,0.006
7.0,0.0,0.01
15.0,1.0,0.626
29.0,1.0,0.872
23.0,1.0,0.316
20.0,1.0,0.028
20.0,1.0,0.02
7.0,0.0,0.0
23.0,1.0,0.612
7.0,1.0,0.736
7.0,0.0,0.002
7.0,0.0,0.002
15.0,0.0,0.248
15.0,1.0,0.798
12.0,0.0,0.674
20.0,1.0,0.002
20.0,1.0,0.024
12.0,1.0,0.29
7.0,0.0,0.016
16.0,1.0,0.488
16.0,1.0,0.492
21.0,0.0,0.68
21.0,0.0,0.332
21.0,0.0,0.68
35.0,0.0,0.42
35.0,0.0,0.418
35.0,1.0,0.348
35.0,1.0,0.698
16.0,1.0,0.648
16.0,1.0,0.324
15.0,1.0,0.64
15.0,0.0,0.616
15.0,0.0,0.594
15.0,1.0,0.862
15.0,1.0,0.74
15.0,1.0,0.07
21.0,0.0,0.506
21.0,1.0,0.3
35.0,0.0,0.51
35.0,0.0,0.508
12.0,0.0,0.568
12.0,0.0,0.406
29.0,0.0,0.042
29.0,0.0,0.48
29.0,0.0,0.286
29.0,1.0,0.7
29.0,1.0,0.854
29.0,0.0,0.758
29.0,0.0,0.256
29.0,0.0,0.868
29.0,0.0,0.62
15.0,0.0,0.82
21.0,0.0,0.692
15.0,1.0,0.344
15.0,1.0,0.678
35.0,0.0,0.474
15.0,1.0,0.844
35.0,0.0,0.658
9.0,1.0,0.982
23.0,0.0,0.588
23.0,0.0,0.4
23.0,0.0,0.528
7.0,0.0,0.002
21.0,1.0,0.774
35.0,0.0,0.426
12.0,0.0,0.342
20.0,1.0,0.008
21.0,1.0,0.52
21.0,1.0,0.394
15.0,0.0,0.778
15.0,0.0,0.536
35.0,0.0,0.674
35.0,0.0,0.82
7.0,0.0,0.012
7.0,0.0,0.024
35.0,1.0,0.626
15.0,1.0,0.832
29.0,1.0,0.52
9.0,1.0,0.96
23.0,0.0,0.354
23.0,0.0,0.896
35.0,0.0,0.416
7.0,1.0,0.952
7.0,1.0,0.87
12.0,0.0,0.518
12.0,0.0,0.404
29.0,1.0,0.79
29.0,1.0,0.89
12.0,1.0,0.434
35.0,0.0,0.75
9.0,0.0,0.0
9.0,0.0,0.0
12.0,0.0,0.542
12.0,1.0,0.726
12.0,1.0,0.878
12.0,1.0,0.45
12.0,1.0,0.382
12.0,1.0,0.434
20.0,1.0,0.026
16.0,1.0,0.618
16.0,1.0,0.672
16.0,1.0,0.342
29.0,0.0,0.726
15.0,1.0,0.466
15.0,1.0,0.452
21.0,0.0,0.416
23.0,1.0,0.522
23.0,1.0,0.644
23.0,1.0,0.942
23.0,1.0,0.604
35.0,1.0,0.688
15.0,1.0,0.538
15.0,1.0,0.508
7.0,1.0,0.72
21.0,0.0,0.558
16.0,1.0,0.296
16.0,1.0,0.578
16.0,1.0,0.712
9.0,0.0,0.0
9.0,0.0,0.01
7.0,0.0,0.188
7.0,0.0,0.008
12.0,1.0,0.59
12.0,1.0,0.678
15.0,0.0,0.602
15.0,0.0,0.334
21.0,1.0,0.52
21.0,1.0,0.82
21.0,1.0,0.706
15.0,1.0,0.54
35.0,1.0,0.73
12.0,1.0,0.332
12.0,1.0,0.86
15.0,1.0,0.696
16.0,0.0,0.786
16.0,0.0,0.202
15.0,0.0,0.352
15.0,0.0,0.556
16.0,0.0,0.492
16.0,0.0,0.756
12.0,0.0,0.468
12.0,0.0,0.55
12.0,0.0,0.314
12.0,0.0,0.566
12.0,0.0,0.34
35.0,1.0,0.488
35.0,1.0,0.782
23.0,1.0,0.872
21.0,1.0,0.93
16.0,1.0,0.688
16.0,0.0,0.372
29.0,1.0,0.806
29.0,1.0,0.906
15.0,0.0,0.296
15.0,0.0,0.512
15.0,0.0,0.568
35.0,0.0,0.534
12.0,1.0,0.384
12.0,1.0,0.85
12.0,0.0,0.494
12.0,0.0,0.344
35.0,1.0,0.702
35.0,1.0,0.698
12.0,0.0,0.234
35.0,0.0,0.532
35.0,0.0,0.218
12.0,1.0,0.976
23.0,1.0,0.6
23.0,1.0,0.938
35.0,0.0,0.384
15.0,0.0,0.412
12.0,1.0,0.86
16.0,0.0,0.63
16.0,0.0,0.458
16.0,0.0,0.798
9.0,0.0,0.0
29.0,0.0,0.68
29.0,1.0,0.83
29.0,1.0,0.796
23.0,0.0,0.502
23.0,0.0,0.512
23.0,0.0,0.526
16.0,1.0,0.564
16.0,1.0,0.672
16.0,1.0,0.336
12.0,1.0,0.402
12.0,1.0,0.224
21.0,1.0,0.546
35.0,0.0,0.446
21.0,1.0,0.274
15.0,0.0,0.592
15.0,0.0,0.544
29.0,1.0,0.816
16.0,1.0,0.668
16.0,0.0,0.772
16.0,0.0,0.632
15.0,0.0,0.438
15.0,0.0,0.378
12.0,1.0,0.822
21.0,0.0,0.194
20.0,0.0,0.02
12.0,0.0,0.718
12.0,0.0,0.318
35.0,0.0,0.848
15.0,0.0,0.612
9.0,0.0,0.0
9.0,0.0,0.0
7.0,1.0,0.842
7.0,1.0,0.892
16.0,1.0,0.328
16.0,1.0,0.536
16.0,1.0,0.44
16.0,0.0,0.604
16.0,0.0,0.622
16.0,0.0,0.534
23.0,0.0,0.768
20.0,0.0,0.278
20.0,0.0,0.016
16.0,0.0,0.874
16.0,0.0,0.476
7.0,0.0,0.03
7.0,0.0,0.666
7.0,0.0,0.024
16.0,1.0,0.734
23.0,0.0,0.596
23.0,0.0,0.208
7.0,1.0,0.79
15.0,0.0,0.826
15.0,0.0,0.688
15.0,0.0,0.826
12.0,0.0,0.552
12.0,0.0,0.344
21.0,0.0,0.014
7.0,1.0,0.878
9.0,1.0,0.856
35.0,1.0,0.672
23.0,1.0,0.526
23.0,1.0,0.42
9.0,0.0,0.01
20.0,1.0,0.656
20.0,1.0,0.738
20.0,1.0,0.014
7.0,1.0,0.518
7.0,1.0,0.978
23.0,0.0,0.46
23.0,0.0,0.578
23.0,0.0,0.828
20.0,0.0,0.234
35.0,1.0,0.826
29.0,1.0,0.774
29.0,1.0,0.324
29.0,1.0,0.544
12.0,1.0,0.524
7.0,1.0,0.768
23.0,0.0,0.506
23.0,0.0,0.542
23.0,0.0,0.304
9.0,0.0,0.034
7.0,1.0,0.572
12.0,1.0,0.766
15.0,1.0,0.74
15.0,1.0,0.852
9.0,0.0,0.018
16.0,1.0,0.522
9.0,0.0,0.002
9.0,0.0,0.004
7.0,1.0,0.868
7.0,1.0,0.836
29.0,1.0,0.44
15.0,0.0,0.462
15.0,0.0,0.658
15.0,1.0,0.656
15.0,1.0,0.594
15.0,1.0,0.856
12.0,1.0,0.73
12.0,1.0,0.722
12.0,1.0,0.886
29.0,0.0,0.176
29.0,0.0,0.466
23.0,0.0,0.79
23.0,0.0,0.508
35.0,1.0,0.588
35.0,1.0,0.698
20.0,0.0,0.25
20.0,0.0,0.108
23.0,1.0,0.642
23.0,1.0,0.82
29.0,1.0,0.412
29.0,1.0,0.738
29.0,1.0,0.662
35.0,0.0,0.574
7.0,1.0,0.908
7.0,1.0,0.646
16.0,1.0,0.592
16.0,1.0,0.422
20.0,0.0,0.01
35.0,1.0,0.49
20.0,1.0,0.97
20.0,1.0,0.92
23.0,0.0,0.214
23.0,0.0,0.332
23.0,0.0,0.338
15.0,0.0,0.716
23.0,0.0,0.416
23.0,0.0,0.536
16.0,1.0,0.568
16.0,1.0,0.384
16.0,0.0,0.33
16.0,1.0,0.546
16.0,1.0,0.62
7.0,0.0,0.032
7.0,0.0,0.0
7.0,0.0,0.12
7.0,1.0,0.812
7.0,1.0,0.91
12.0,1.0,0.488
12.0,1.0,0.318
21.0,1.0,0.624
9.0,0.0,0.03
16.0,1.0,0.682
16.0,1.0,0.454
12.0,1.0,0.582
12.0,1.0,0.796
12.0,1.0,0.47
12.0,1.0,0.32
21.0,1.0,0.572
23.0,1.0,0.522
15.0,0.0,0.782
